"ID"|"FIRST_NAME"|"LAST_NAME"|"GENDER"|"AGE"|"OCCUPATION"|"MARITALSTATUS_OUT"|"SALARY_OUT"|"ADDRESS"|"CITY"|"STATE"|"ZIP"|"PHONE"|"ALT_PHONE"|"EMAIL"|"SUBDATE"|"NUMBER_OF_RENTALS"
2723|Loyce|Calley|"0"|"25-34"|Homemaker|"0 - Single"|"150,000-199,999"|"2 Mannix Dr"|||"07726"|"732-200-2895"|"298-192-6816"|lcalley@gmail.com|"2014-05-30T00:00:00.000Z"|977
4218|Myrl|Eske|"1"|"50-55"|Technical/Engineer|"0 - Single"|< 50,000|"7 Smith St"|||"77077"|"281-256-3996"|"912-586-7135"|myrl|"2013-08-21T00:00:00.000Z"|936
3909|Miguelina|Oplinger|"1"|"18-24"|Technical/Engineer|"0 - Single"|< 50,000|"1961 Chico Ave #2383"|||"76102"|"817-624-5728"|"570-260-8759"|miguelina_oplinger@yahoo.com|"2007-12-07T00:00:00.000Z"|511
3706|Mariano|Louque|"1"|"25-34"|Programmer|"0 - Single"|> 200,000|"4 N Clark St #6093"|||"97402"|"541-736-2525"|"56-208-5990"|mariano@gmail.com|"2011-05-13T00:00:00.000Z"|880
3639|Micheline|Crowthers|"1"|"18-24"|College/Grad Student|"0 - Single"|> 200,000|"61019 Old Us Highway 51"|||"76180"|"817-267-4893"|"244-352-7570"|micheline.crowthers@aol.com|"2010-07-18T00:00:00.000Z"|33
3509|Michaela|Dowlen|"1"|"18-24"|College/Grad Student|"0 - Single"|"50,000-99,999"|"48495 Poplar Hill Ln"|||"59635"|"406-413-7727"|"986-131-4548"|michaela_dowlen@yahoo.com|"2007-02-20T00:00:00.000Z"|770
3488|Martha|Richeson|"1"|"45-49"|Technical/Engineer|"0 - Single"|> 200,000|"552 W Pinhook Rd"|||"48317"|"586"|"234-624-2526"|martha.richeson@hotmail.com|"2014-08-05T00:00:00.000Z"|816
3408|Marty|Deschamp|"1"|"25-34"|Technical/Engineer|"0 - Single"|"100,000-149,999"|"1487 Republic Ave"|||"78216"|"210-499"|"337-433-5097"|marty_deschamp@deschamp.com|"2009-10-15T00:00:00.000Z"|699
3400|Ming|Ouellet|"1"|"25-34"|Sales/Marketing|"0 - Single"|"50,000-99,999"|"2 Bayshore Hwy"|||"80210"|"303-560-3"|"640-473-5575"|ming_ouellet@gmail.com|"2007-10-18T00:00:00.000Z"|371
3128|Mickey|Eismont|"1"|"18-24"|Artist|"0 - Single"|< 50,000|"39017 Ponce De Leon Blvd #4"|||"98902"|"509-723-9486"|"288-490-4193"|mickey.eismontcox.net|"2007-06-29T00:00:00.000Z"|771
2476|Mitsuko|Falterman|"1"|"50-55"|Programmer|"0 - Single"|< 50,000|"83 W 7th St #91"|||"32117"|"386-900-9647"|"381-742-7361"|mfalterman@falterman.org|"2007-08-16T00:00:00.000Z"|614
2457|Ming|Chaix|"1"|"25-34"|Other|"0 - Single"|"50,000-99,999"|"6 29th St Se"|||"10306"|"718-641-5456"|"52-290-8110"|ming.chaix@aol.com|"2008-12-17T00:00:00.000Z"|228
2380|Malena|Hornberger|"1"|"25-34"|College/Grad Student|"0 - Single"|> 200,000|"28170 Bird Rd"|||"89434"|"775-291-5392"|"915-364-1572"|mhornberger@hornberger.com|"2011-12-28T00:00:00.000Z"|71
2752|Matthew|Varnell|"1"|"25-34"|Scientist|"0 - Single"|> 200,000|"8 S Cedar Ridge Dr"|||"08318"|"856-959"|"647-394-9431"|mvarnell@varnell.com|"2008-05-15T00:00:00.000Z"|185
3022|Malik|Hardister|"1"|"25-34"|Technical/Engineer|"0 - Single"|"50,000-99,999"|"265 S Elliott Rd"|||"93901"|"831-413-6038"|"568-287-1674"|malik_hardister@hardister.com|"2011-08-04T00:00:00.000Z"|908
2960|Man|Forest|"1"|"18-24"|College/Grad Student|"0 - Single"|"100,000-149,999"|"2 W Travelers Trl #9"|||"95207"|"209-603-2012"|"1-651-3408"|man_forest|"2012-03-30T00:00:00.000Z"|458
2458|Madalene|Churchman|"1"|"25-34"|Executive/Managerial|"0 - Single"|"50,000-99,999"|"2187 Monkton Rd"|||"92101"|"619-795-7967"|"4-503-7455"|madalene_churchman@cox.net|"2007-11-05T00:00:00.000Z"|209
2347|Mauricio|Clearwater|"1"|"35-44"|Academic/Educator|"0 - Single"|> 200,000|"7 Waterloo Rd"|||"95008"|"408-517-3997"|"128-660-6549"|mauricio_clearwater@yahoo.com|"2014-11-18T00:00:00.000Z"|955
3035|Migdalia|Nading|"0"|"25-34"|Executive/Managerial|"0 - Single"|"50,000-99,999"|"13063 W 57th St #517"|||"92801"|"714-210-4294"|"667-731-7066"|migdalia.nading@gmail.com|"2011-06-28T00:00:00.000Z"|200
2314|Mayra|Null|"0"|"25-34"|Academic/Educator|"0 - Single"|"50,000-99,999"|"61721 Hamann Industrial Pky"|||"94710"|"510-503-"|"372-296-3293"|mayra_null@cox.net|"2010-11-25T00:00:00.000Z"|560
3988|Carlene|Heuangvilay|"0"|"25-34"|Sales/Marketing|"0 - Single"|< 50,000|"1189 Monier Cir #839"|||"72205"|"501"|"349-259-5418"|carlene_heuangvilayheuangvilay.com|"2014-12-06T00:00:00.000Z"|544
3843|Antone|Joly|"0"|Under 18|K-12 Student|"0 - Single"|"0"|"448 Hopkins Plz"|||"32405"|"850-486-3459"|"628-487-9159"|antone_joly@joly.org|"2013-02-03T00:00:00.000Z"|873
3606|Avery|Hippert|"0"|"25-34"|Scientist|"0 - Single"|> 200,000|"92 W Cornelia Ave"|||"33133"|"305-204-9085"|"265-351-5065"|avery_hippert@hippert.com|"2014-10-22T00:00:00.000Z"|217
3451|Charley|Hewson|"0"|"25-34"|Lawyer|"0 - Single"|< 50,000|"8781 Borra Pl"|||"29501"|"843"|"157-83-4030"|chewson@hotmail.com|"2009-11-11T00:00:00.000Z"|374
3360|Craig|Hilscher|"0"|"25-34"|Other|"0 - Single"|"50,000-99,999"|"4 John Sims Pky E"|||"42301"|"270-517-1406"|"181-661-1047"|craig.hilscher@hotmail.com|"2009-10-16T00:00:00.000Z"|703
2925|Collene|Halliman|"0"|"25-34"|College/Grad Student|"0 - Single"|> 200,000|"92 Loch Raven Blvd"|||"22201"|"703-225-3363"|"392-81-9518"|collene.halliman@hotmail.com|"2008-07-26T00:00:00.000Z"|756
2334|Carisa|Hasak|"0"|"56+"|Executive/Managerial|"0 - Single"|"100,000-149,999"|"333 W Indian School Rd"|||"64127"|"816-521-5966"|"337-481-7836"|carisa.hasak@yahoo.com|"2014-12-19T00:00:00.000Z"|579
3784|Arnetta|Daghita|"0"|"25-34"|Academic/Educator|"0 - Single"|< 50,000|"267 Poplar Hill Ln"|||"08077"|"856-484-3464"|"463-312-1862"|arnetta_daghita@hotmail.com|"2009-09-03T00:00:00.000Z"|846
2698|Amiee|Yanagi|"0"|"25-34"|Artist|"0 - Single"|"150,000-199,999"|"449 Atrium Dr"|||"95816"|"916-897-5514"|"943-770-6932"|amieehotmail.com|"2013-07-09T00:00:00.000Z"|303
4168|Stefani|Borgese|F|"45-49"|Doctor/Health Care|"0 - Single"|> 200,000|"389 Justice Rd"|||"33603"|"813-368-"|"164-220-9250"|stefani.borgesegmail.com|"2007-09-28T00:00:00.000Z"|856
4162|Kina|Bertel|F|"25-34"|Sales/Marketing|"0 - Single"|< 50,000|"804 Louis County"|||"10543"|"914-452-9319"|"183-419-5129"|kbertel@hotmail.com|"2009-03-19T00:00:00.000Z"|327
4158|Sol|Grear|F|Under 18|K-12 Student|"0 - Single"|"0"|"4944 Duluth St"|||"14760"|"716-847-7605"|"739-489-9754"|sol.grear@hotmail.com|"2008-12-22T00:00:00.000Z"|523
4134|Nannie|Golliday|F|"45-49"|Programmer|"0 - Single"|"100,000-149,999"|"97 Us Highway 421w W #4777"|||"61728"|"309-809-3676"|"793-737-9659"|nannie.golliday@golliday.com|"2014-10-23T00:00:00.000Z"|321
4128|Elliot|Galdames|M|"35-44"|Doctor/Health Care|"0 - Single"|< 50,000|"3 E Admiral Pl"|||"33707"|"727-523-6972"|"970-662-8985"|elliot@galdames.com|"2011-08-19T00:00:00.000Z"|399
4010|Jada|Gallego|M|"25-34"|Sales/Marketing|"0 - Single"|"100,000-149,999"|"75247 Leon Rd"|||"63104"|"314-332-5269"|"128-786-8048"|jada_gallego@hotmail.com|"2007-08-11T00:00:00.000Z"|432
3994|Petronila|Badoni|M|"50-55"|Executive/Managerial|"0 - Single"|> 200,000|"6 W Main St"|||"32960"|"772-404-2596"|"640-231-4729"|pbadoni@gmail.com|"2007-11-10T00:00:00.000Z"|112
3992|Elinore|Bodiford|M|"25-34"|College/Grad Student|"0 - Single"|> 200,000|"997 Rochester Rd"|||"60085"|"847-457-4977"|"149-929-533"|""|"2015-11-06T00:00:00.000Z"|558
3845|Jerri|Bischoff|M|"25-34"|Programmer|"0 - Single"|"50,000-99,999"|"73 Secor Rd #20"|||"33510"|"813-641-6860"|"634-955-1040"|jerribischoff.org|"2012-06-18T00:00:00.000Z"|450
3808|Daine|Gwillim|M|"25-34"|Executive/Managerial|"0 - Single"|"150,000-199,999"|"1 Balcones Dr"|||"19124"|"215-794-3167"|"320-469-6103"|daine@cox.net|"2014-12-01T00:00:00.000Z"|818
3793|Remedios|Gladen|M|"18-24"|College/Grad Student|"0 - Single"|> 200,000|"1 S Alton Way"|||"52401"|"319-646-7054"|"0-624-6148"|remedios_gladen@yahoo.com|"2016-03-15T00:00:00.000Z"|982
3713|Todd|Giuffre|F|"25-34"|Executive/Managerial|"0 - Single"|"150,000-199,999"|"9 Monte Ave"|||"11201"|"718-597-3430"|"541-92-8654"|toddgiuffre.com|"2014-03-30T00:00:00.000Z"|509
3704|Sachiko|Brazeal|F|"35-44"|Other|"0 - Single"|"100,000-149,999"|"545 K Ave #450"|||"11030"|"516-987-7886"|"345-329-7677"|sachiko_brazealyahoo.com|"2011-03-09T00:00:00.000Z"|185
3604|Russ|Banek|F|Under 18|K-12 Student|"0 - Single"|"0"|"98 W Guadalupe Rd"|||"83814"|"208-239-6892"|"783-332-4388"|russ@cox.net|"2016-03-23T00:00:00.000Z"|712
3414|Iola|Boehl|M|"25-34"|Technical/Engineer|"0 - Single"|"50,000-99,999"|"97257 Industry Ln"|||"33135"|"305-6"|"196-732-3972"|iola_boehl@boehl.org|"2009-07-21T00:00:00.000Z"|738
3281|Dorcas|Borrego|M|"25-34"|Technical/Engineer|"0 - Single"|"150,000-199,999"|"67071 A O Smith Rd"|||"76710"|"254-950-3156"|"87-54-5889"|dorcas_borrego@yahoo.com|"2012-12-03T00:00:00.000Z"|608
3156|Bok|Bangle|M|"35-44"|Executive/Managerial|"0 - Single"|"100,000-149,999"|"89 S Wells St"|||"85283"|"480-945"|"854-304-8462"|bok.bangle@yahoo.com|"2009-10-02T00:00:00.000Z"|235
3082|Deloras|Gravelin|F|"35-44"|Doctor/Health Care|"0 - Single"|> 200,000|"706 Home St"|||"70087"|"985-599-7316"|"739-276-1616"|deloras.gravelinhotmail.com|"2015-10-28T00:00:00.000Z"|844
2976|Jaymie|Gandhi|M|"18-24"|Writer|"0 - Single"|< 50,000|"80594 Pennsylvania Ave Nw"|||"40160"|"270-633-3441"|"968-232-5934"|""|"2015-03-20T00:00:00.000Z"|461
2881|Narcisa|Byrley|F|"25-34"|Programmer|"0 - Single"|< 50,000|"862 S Ballenger Hwy"|||"33714"|"727-485-8362"|"941-530-1377"|narcisa.byrley@byrley.org|"2011-02-04T00:00:00.000Z"|998
2853|Kamilah|Grebs|M|Under 18|Academic/Educator|"0 - Single"|"0"|"7481 Kendall St #910"|||"73102"|"405-38"|"451-918-7013"|kamilah_grebs@cox.net|"2011-08-05T00:00:00.000Z"|722
2811|Daniella|Bleau|M|"25-34"|Unemployeed|"0 - Single"|"100,000-149,999"|"344 60 E #3"|||"10466"|"718-520-3968"|"951-598-9187"|daniella.bleau@aol.com|"2008-08-17T00:00:00.000Z"|780
2784|Hailey|Bobby|M|"50-55"|Writer|"0 - Single"|"50,000-99,999"|"67 Martin Ave"|||"19136"|"215-289-8159"|"492-351-8026"|hbobby@hotmail.com|"2015-08-14T00:00:00.000Z"|698
2781|Jo|Galm|M|"35-44"|College/Grad Student|"0 - Single"|"50,000-99,999"|"5 Richmond Ave"|||"02909"|"401-424-2696"|"69-811-3956"|""|"2014-01-20T00:00:00.000Z"|801
2722|Karl|Gilman|M|"35-44"|Executive/Managerial|"0 - Single"|< 50,000|"6 William Penn Hwy"|||"84115"|"801-505-9840"|"238-352-9921"|kgilman@gilman.com|"2007-10-24T00:00:00.000Z"|423
2721|Hillary|Bucke|M|"45-49"|Sales/Marketing|"0 - Single"|"150,000-199,999"|"52793 Coffee Rd"|||"10016"|"212-316-4784"|"547-58-6593"|hillary.bucke@yahoo.com|"2013-12-06T00:00:00.000Z"|428
2659|Pearle|Bement|M|"35-44"|Sales/Marketing|"0 - Single"|> 200,000|"8 Main St"|||"60618"|"773-673-4420"|"956-607-151"|pearle.bement@gmail.com|"2016-03-11T00:00:00.000Z"|586
2644|Theda|Govoni|M|"18-24"|Scientist|"0 - Single"|"50,000-99,999"|"30955 Stone Ave"|||"33470"|"561-690-8798"|"836-832-6719"|theda_govoni@yahoo.com|"2013-11-06T00:00:00.000Z"|389
2623|Kendall|Grinvalsky|M|"56+"|Academic/Educator|"0 - Single"|< 50,000|"45 W 20th Ave"|||"77036"|"713-975-6542"|"328-915-5945"|kendall_grinvalsky@grinvalsky.org|"2007-02-11T00:00:00.000Z"|826
2537|Jeni|Bacorn|M|"35-44"|Lawyer|"0 - Single"|"50,000-99,999"|"65 W Mount Pleasant Ave #4280"|||"18055"|"610-863-1293"|"965-13-7230"|jbacorn@hotmail.com|"2010-02-27T00:00:00.000Z"|176
2426|Josphine|Bedford|M|"56+"|Other|"0 - Single"|"100,000-149,999"|"5799 W Culver St"|||"58102"|"701-365-8069"|"338-520-7931"|jbedfordgmail.com|"2013-03-26T00:00:00.000Z"|512
2407|Francesca|Glynn|M|"35-44"|Self-Employed|"0 - Single"|> 200,000|"218 Jackson Ave"|||"32303"|"850-265-8304"|"539-157-168"|francesca_glynn@cox|"2009-06-28T00:00:00.000Z"|407
2340|Hermina|Gloss|M|"35-44"|Artist|"0 - Single"|"100,000-149,999"|"184 Nottingham Way"|||"70122"|"504-822-2729"|"738-885-5265"|hermina.gloss@yahoo.com|"2009-09-13T00:00:00.000Z"|73
2309|Brittny|Bryon|F|"45-49"|Other|"0 - Single"|> 200,000|"4300 Keystone Xing #450"|||"67209"|"316-731-7697"|"269-833-8607"|brittny.bryon@aol.com|"2010-08-17T00:00:00.000Z"|135
3406|Dong|Betzel|F|"25-34"|Executive/Managerial|"0 - Single"|< 50,000|"8371 York St #2"|||"08015"|"609-992-7276"|"472-108-8127"|dong@cox.net|"2012-03-14T00:00:00.000Z"|33
3067|Berneice|Buyak|F|"25-34"|Other|"0 - Single"|"100,000-149,999"|"2 School Ave"|||"07032"|"201-880-8416"|"532-583-9650"|bbuyak@buyak.org|"2012-06-05T00:00:00.000Z"|318
3059|Retta|Benzee|M|"35-44"|Other|"0 - Single"|"150,000-199,999"|"7 S Jackson St #889"|||"07601"|"201-978-8711"|"917-114-9220"|""|"2008-09-12T00:00:00.000Z"|976
2990|Kris|Boch|M|"35-44"|Programmer|"0 - Single"|< 50,000|"4479 Francis Lewis Blvd"|||"08822"|"908-3"|"994-336-4973"|kris_boch@hotmail.com|"2009-07-16T00:00:00.000Z"|40
2733|Kristeen|Bostian|M|"45-49"|Technical/Engineer|"0 - Single"|< 50,000|"7 S 6th St #7"|||"07649"|"201-265-3074"|"130-134-5654"|kristeen@yahoo.com|"2016-04-17T00:00:00.000Z"|416
3925|Bruce|Galuszka|M|"25-34"|Programmer|"0 - Single"|< 50,000|"262 Sw Nyberg Rd"|||"91745"|"626-644-3448"|"311-767-2558"|bruce.galuszka@yahoo.com|"2007-06-30T00:00:00.000Z"|951
3720|Theda|Guintanilla|M|"45-49"|Executive/Managerial|"0 - Single"|> 200,000|"7082 N Velasco St"|||"91942"|"619-994-7876"|"920-856-3917"|theda_guintanilla@hotmail.com|"2014-05-26T00:00:00.000Z"|328
3626|Tabitha|Gladden|M|"25-34"|Technical/Engineer|"0 - Single"|< 50,000|"69 13n N #1"|||"94583"|"925-385-3200"|"418-983-5446"|tabitha_gladden@gladden.org|"2015-05-29T00:00:00.000Z"|538
3184|Rosalind|Garrido|F|"25-34"|Tradesman/Craftsman|"0 - Single"|> 200,000|"324 5th Ave"|||"94063"|"650-235-4297"|"434-905-6638"|rosalind|"2010-09-29T00:00:00.000Z"|241
3106|Verda|Badanguio|M|"25-34"|Other|"0 - Single"|"50,000-99,999"|"7795 Ivy Rd #119"|||"95020"|"408-243-4945"|"834-835-1884"|verda.badanguio@aol.com|"2010-01-30T00:00:00.000Z"|723
2803|Krysten|Bulgin|M|"25-34"|Executive/Managerial|"0 - Single"|> 200,000|"30 Bond St"|||"90670"|"562-275-5330"|"923-457-4988"|krysten_bulgin@bulgin.com|"2008-07-24T00:00:00.000Z"|981
2414|Terina|Gramlich|M|"25-34"|Academic/Educator|"0 - Single"|> 200,000|"74173 Getwell Rd #224"|||"92110"|"858-502-6310"|"779-391-8306"|terina.gramlich@cox.net|"2010-11-01T00:00:00.000Z"|199
3116|Sasha|Bledsaw|"1"|"25-34"|Programmer|"0 - Single"|< 50,000|"82 E 11th Ct"|||"98445"|"253-921-1991"|"969-609-9370"|sasha_bledsaw@aol.com|"2008-10-30T00:00:00.000Z"|667
3032|Sabine|Goeckel|"1"|"25-34"|Other|"0 - Single"|"150,000-199,999"|"8205 50th Ave"|||"19107"|"215-869-7012"|"973-371-738"|sgoeckel@gmail.com|"2016-04-09T00:00:00.000Z"|477
4015|Magda|Banderas|"0"|"45-49"|Clerical/Admin|"0 - Single"|"150,000-199,999"|"2036 Makaala St #252"|||"06854"|"203-9"|"894-35-8141"|magda_banderas@hotmail.com|"2007-04-28T00:00:00.000Z"|764
2479|Marty|Bechman|"0"|"25-34"|Academic/Educator|"0 - Single"|"150,000-199,999"|"32622 S Solano Dr"|||"12901"|"518-624-1042"|"861-678-4813"|marty_bechman@yahoo.com|"2014-04-10T00:00:00.000Z"|823
2706|Mitzi|Burston|"0"|"25-34"|Academic/Educator|"0 - Single"|"50,000-99,999"|"2605 Geo Washgtn Hwy"|||"08009"|"856-932-3498"|"990-508-8103"|mitzi@aol.com|"2012-03-28T00:00:00.000Z"|599
4049|Caryn|Grenfell|"1"|"45-49"|Lawyer|"0 - Single"|< 50,000|"448 W 19th St #2"|||"10018"|"212-706-9025"|"127-103-6611"|caryn.grenfellgrenfell.com|"2007-11-26T00:00:00.000Z"|141
3622|Alia|Grabenstein|"1"|"18-24"|Academic/Educator|"0 - Single"|> 200,000|"6419 York St"|||"68114"|"402"|"257-767-6432"|""|"2011-03-27T00:00:00.000Z"|542
3250|Lori|Bulland|"1"|"25-34"|College/Grad Student|"0 - Single"|"50,000-99,999"|"6 Center St Ne"|||"45356"|"937-809-9670"|"635-559-5791"|lorihotmail.com|"2014-10-28T00:00:00.000Z"|40
3094|Christy|Groth|"1"|"35-44"|Other|"0 - Single"|< 50,000|"9 Bond St"|||"16501"|"814-735-1530"|"401-695-7913"|christy@aol.com|"2012-04-18T00:00:00.000Z"|-10
2979|Christene|Balda|"1"|"35-44"|Artist|"0 - Single"|"100,000-149,999"|"1421 Nebel St #12"|||"14301"|"716"|"829-851-4895"|christene_balda@gmail.com|"2008-05-09T00:00:00.000Z"|198
2757|Latarsha|Gerringer|"1"|"25-34"|Artist|"0 - Single"|> 200,000|"187 Dearborn St"|||"49512"|"616-798"|"198-702-8578"|lgerringer@gerringer.org|"2008-04-07T00:00:00.000Z"|125
2579|Corey|Beman|"1"|"35-44"|Scientist|"0 - Single"|< 50,000|"3987 Peachtree St Nw"|||"44827"|"419-627-1097"|"333-924-5755"|corey_beman@beman.com|"2013-08-08T00:00:00.000Z"|665
2295|Astrid|Brest|"1"|"45-49"|Lawyer|"0 - Single"|"150,000-199,999"|"4130 River St #7"|||"11219"|"718-684-4820"|"180-218-1954"|astrid.brest@brest.com|"2015-10-14T00:00:00.000Z"|727
2217|Lisha|Britton|"1"|Under 18|K-12 Student|"0 - Single"|"0"|"962 Lighthouse Ave"|||"98005"|"425-433-5811"|"603-43-9620"|lisha.britton@cox.net|"2008-10-20T00:00:00.000Z"|189
4132|Celena|Brockie|"1"|"25-34"|Technical/Engineer|"0 - Single"|> 200,000|"13 Buck Rd"|||"07747"|"732-794-5113"|"286-861-7798"|celena_brockie@hotmail.com|"2013-09-02T00:00:00.000Z"|302
3690|Lauren|Byner|"1"|"18-24"|Other|"0 - Single"|> 200,000|"13 Us Highway 206"|||"95407"|"707-521-7572"|"274-205-2622"|lbyner@hotmail.com|"2012-04-15T00:00:00.000Z"|292
3648|Chassidy|Betty|"1"|"18-24"|College/Grad Student|"0 - Single"|< 50,000|"59368 N Imperial Ave"|||"91605"|"818-617-6038"|"611-771-4923"|""|"2007-08-21T00:00:00.000Z"|279
2980|Arianne|Gilboy|"1"|"45-49"|Executive/Managerial|"0 - Single"|"100,000-149,999"|"1 S State St"|||"93012"|"805-"|"31-721-7439"|agilboy@yahoo.com|"2012-05-22T00:00:00.000Z"|868
2691|Cole|Grune|"1"|"18-24"|College/Grad Student|"0 - Single"|"150,000-199,999"|"81 Marine St #1881"|||"93313"|"661-673-4830"|"487-373-7262"|cgrune@grune.com|"2010-02-22T00:00:00.000Z"|593
2284|Lea|Gumprecht|"1"|"25-34"|Writer|"0 - Single"|"100,000-149,999"|"18 W Irving Park Rd"|||"95054"|"408-826-6077"|"991-898-2328"|""|"2015-11-11T00:00:00.000Z"|739
2385|Luigi|Bay|"0"|"45-49"|Artist|"0 - Single"|< 50,000|"1 John F Kennedy Pky"|||"19148"|"215"|"146-639-8918"|luigi_bay@aol.com|"2007-01-17T00:00:00.000Z"|623
2257|Lise|Blachowski|"0"|"18-24"|College/Grad Student|"0 - Single"|"100,000-149,999"|"25680 Black Oak Ridge Rd #6527"|||"13214"|"315-574-4473"|"357-818-6348"|lblachowski@blachowski.org|"2012-10-18T00:00:00.000Z"|513
3936|Lonnie|Bourke|"0"|"35-44"|Programmer|"0 - Single"|"50,000-99,999"|"91 Andover St #6241"|||"94577"|"510-225-3899"|"230-198-2402"|lbourke@cox.net|"2014-05-29T00:00:00.000Z"|568
3065|Janell|Bogenschutz|"0"|"18-24"|College/Grad Student|"0 - Single"|"100,000-149,999"|"2224 County Line Rd E"|||"92626"|"949-206-4263"|"928-757-1087"|janell_bogenschutz@bogenschutz.org|"2009-01-05T00:00:00.000Z"|741
4164|Mozella|Guillaume|"1"|"35-44"|Academic/Educator|"0 - Single"|> 200,000|"74855 W 17th St"|||"37207"|"615-264-"|"64-897-9899"|mozella|"2011-08-23T00:00:00.000Z"|554
4074|Miquel|Brunelle|"1"|"35-44"|Doctor/Health Care|"0 - Single"|> 200,000|"462 E Rand Rd"|||"29301"|"864-708-6970"|"710-867-4516"|miquel@brunelle.com|"2007-08-24T00:00:00.000Z"|708
2765|Mammie|Gorius|"1"|"50-55"|Executive/Managerial|"0 - Single"|> 200,000|"341 Davison Rd"|||"78741"|"512-437-6138"|"526-217-1079"|mammie.goriuscox.net|"2008-09-24T00:00:00.000Z"|847
2759|Michele|Gruger|"1"|"25-34"|Executive/Managerial|"0 - Single"|"100,000-149,999"|"78066 Cook Ave #5453"|||"67202"|"316-818-7215"|"440-722-1315"|michele_gruger@cox.net|"2008-05-04T00:00:00.000Z"|828
2652|Melva|Batliner|"1"|"35-44"|Writer|"0 - Single"|"50,000-99,999"|"6272 Bering Dr"|||"20850"|"301-965-2679"|"981-892-6496"|melva@yahoo.com|"2015-06-29T00:00:00.000Z"|974
3505|Charles|Begeman|"0"|"25-34"|Scientist|"0 - Single"|"50,000-99,999"|"898 Warehouse Rd #69"|||"17011"|"717-511-2400"|"665-305-5816"|charles@begeman.org|"2015-10-15T00:00:00.000Z"|111
2807|Aura|Baek|"0"|"35-44"|Lawyer|"0 - Single"|< 50,000|"3 S Anaheim Blvd #9"|||"83704"|"208-754-3813"|"835-865-2355"|aura_baek@baek.com|"2011-05-07T00:00:00.000Z"|95
3253|Christi|Galbreath|"0"|"35-44"|College/Grad Student|"0 - Single"|"50,000-99,999"|"29860 S Ballenger Hwy"|||"91316"|"818-975-6058"|"386-813-8198"|christi.galbreath|"2009-05-21T00:00:00.000Z"|202
2206|Pat|Lelis|M|"45-49"|Executive/Managerial|"0 - Single"|"100,000-149,999"|"498 1st St"|||"91761"|"909-364-7337"|"4-603-6046"|pat_lelisaol.com|"2013-07-04T00:00:00.000Z"|278
4170|||M|"45-49"|Executive/Managerial|"0 - Single"|"100,000-149,999"|"3 N Church St"|||"68127"|"402-557-6662"|"125-204-8709"|earterburn@gmail|"2012-06-13T00:00:00.000Z"|338
4087|||M|Under 18|College/Grad Student|"0 - Single"|"0"|"267 S Division Ave #1"|||"33142"|"305-601-1765"|"666-963-8737"|eaugliano@hotmail.com|"2014-10-24T00:00:00.000Z"|220
4077|||F|"35-44"|Artist|"0 - Single"|"50,000-99,999"|"1442 E Slauson Ave"|||"70506"|"337-511-2610"|"255-393-2017"|renna_proffittyahoo.com|"2016-05-27T00:00:00.000Z"|468
4075|||M|"25-34"|Self-Employed|"0 - Single"|< 50,000|"3 Pond St"|||"22030"|"703-982-3569"|"990-740-8385"|dareola@cox.net|"2012-08-08T00:00:00.000Z"|382
4028|||M|"25-34"|College/Grad Student|"0 - Single"|"150,000-199,999"|"63367 E Airy St"|||"19103"|"215-856-3979"|"521-269-3028"|hyun@tripplett.org|"2015-12-06T00:00:00.000Z"|203
3839|||M|"50-55"|Sales/Marketing|"0 - Single"|"150,000-199,999"|"2 Cobb St"|||"49006"|"269-551-6"|"382-221-9538"|oscar.pinkley@aol.com|"2008-06-26T00:00:00.000Z"|17
3825|||M|"18-24"|Academic/Educator|"0 - Single"|> 200,000|"4 Brandon St"|||"78539"|"956-527-7884"|"767-67-8616"|keila_tody@tody.com|"2009-02-27T00:00:00.000Z"|875
3821|||M|"25-34"|Writer|"0 - Single"|"100,000-149,999"|"32226 Park Ave"|||"29829"|"803-251-5389"|"162-940-3343"|brett.polito@gmail.com|"2007-03-30T00:00:00.000Z"|186
3781|||F|"56+"|Lawyer|"0 - Single"|"50,000-99,999"|"7 Bridge Ave"|||"33511"|"813-634-4987"|"605-633-4251"|sanda@pennig.com|"2015-03-27T00:00:00.000Z"|494
3763|||M|"25-34"|Artist|"0 - Single"|"100,000-149,999"|"480 Somerton Rd"|||"72204"|"501-717-3"|"77-934-2510"|owen|"2009-10-05T00:00:00.000Z"|654
3712|||M|"25-34"|Technical/Engineer|"0 - Single"|"50,000-99,999"|"3196 Anza Dr"|||"32804"|"407-750-7379"|"436-858-1349"|vivan_trass@hotmail.com|"2012-02-03T00:00:00.000Z"|147
3614|||M|"25-34"|Other|"0 - Single"|< 50,000|"6 South Blvd"|||"45103"|"513-604-5821"|"135-213-3412"|hisakoyahoo.com|"2009-10-29T00:00:00.000Z"|767
3591|||M|"35-44"|Doctor/Health Care|"0 - Single"|"50,000-99,999"|"38 Monterey St"|||"73072"|"405-797-6043"|"403-208-5886"|""|"2012-06-01T00:00:00.000Z"|618
3537|||M|Under 18|K-12 Student|"0 - Single"|"0"|"4 N Bentz St"|||"45103"|"513-912-5703"|"260-327-4004"|elizabeth_athas@cox.net|"2010-04-29T00:00:00.000Z"|78
3500|||M|"35-44"|Executive/Managerial|"0 - Single"|< 50,000|"27 S Main St"|||"21045"|"410-872-1"|"7-163-1166"|hollis_panora@panora.com|"2015-11-20T00:00:00.000Z"|492
